Parametre;Coefficient de corellation;Count;Top;List
Fréon 113;0.1037990921;10;0.616203689;0.616203689,0.54841966,0.280960347,-0.228988251,-0.228477424,0.21061617,-0.198462511,0.07599696,-0.053437937,0.015160218
Cyanazine;-0.10363844903999998;25;0.657880869;0.657880869,-0.569760999,-0.522655487,-0.456743156,-0.417566981,-0.413503632,0.412265333,-0.397378643,-0.390071194,0.365662606,-0.339407825,-0.331353378,0.307702075,-0.278354822,0.242006776,0.241666111,-0.224869186,0.202096791,-0.198429219,-0.176162316,-0.131882956,-0.131111016,0.080957973,-0.061901253,-0.060047697
Secbuméton;-0.10363844903999998;25;0.657880869;0.657880869,-0.569760999,-0.522655487,-0.456743156,-0.417566981,-0.413503632,0.412265333,-0.397378643,-0.390071194,0.365662606,-0.339407825,-0.331353378,0.307702075,-0.278354822,0.242006776,0.241666111,-0.224869186,0.202096791,-0.198429219,-0.176162316,-0.131882956,-0.131111016,0.080957973,-0.061901253,-0.060047697
Sébuthylazine;-0.10363844903999998;25;0.657880869;0.657880869,-0.569760999,-0.522655487,-0.456743156,-0.417566981,-0.413503632,0.412265333,-0.397378643,-0.390071194,0.365662606,-0.339407825,-0.331353378,0.307702075,-0.278354822,0.242006776,0.241666111,-0.224869186,0.202096791,-0.198429219,-0.176162316,-0.131882956,-0.131111016,0.080957973,-0.061901253,-0.060047697
Bitertanol;0.10308068299999999;16;0.898226529;0.898226529,0.721122035,0.494818746,0.430628914,-0.384948515,-0.358965052,-0.302772995,0.253049902,0.211591801,-0.198129574,-0.13022022,0.089056025,-0.072905852,0.063059719,-0.062992023,-0.001328512
Ethidimuron;-0.1028370894;25;-0.536854002;-0.536854002,-0.440139652,-0.421847587,0.415959006,-0.407458462,-0.397378643,0.392090399,-0.372887744,0.351888817,-0.278354822,-0.265988859,0.250087404,0.237339332,-0.188476099,-0.183184075,-0.176648519,-0.176162316,-0.170630087,-0.164153301,0.136911006,0.09579496,-0.085605709,-0.063033688,-0.061901253,-0.060293341
Glyphosate;0.10257498533333331;12;0.714263;0.714263,0.452523192,0.351529962,-0.278925246,0.276297785,-0.214797272,0.163827089,-0.117075839,-0.077901846,-0.068025109,0.024778555,0.004405553
Paclobutrazole;0.10248264;16;0.84345058;0.84345058,0.567996677,0.472275237,-0.351548913,-0.261129003,0.250087404,0.248552686,0.161618095,-0.16145762,0.136911006,-0.123585395,-0.09272351,-0.060293341,-0.046892291,0.034997541,0.021463087
Thiamethoxam;-0.10197378160000001;10;0.670353915;0.670353915,-0.496380332,-0.432712311,-0.291707966,-0.187577447,-0.151681532,-0.083123689,-0.05690801,0.005183129,0.004816427
Flurprimidol;0.10179354721428568;14;0.912924474;0.912924474,0.786344179,0.612188512,-0.530559616,0.40530023,-0.385960896,-0.374742746,0.347792849,-0.303533691,-0.292489685,0.188225666,0.108973021,-0.058262789,0.008910153
Chloronaphtalène-1;0.10143096823999999;25;0.865272333;0.865272333,0.617486981,0.615750172,0.519018197,-0.491347091,0.48812947,0.481927291,0.454745545,-0.298542098,0.297921796,-0.287672485,-0.285571553,-0.230640061,0.227581613,-0.166251508,-0.120358901,-0.109924753,-0.107426657,0.089384676,0.049277124,-0.042657814,0.039907669,-0.032124169,-0.021862194,-0.016249377
Chloronaphtalène-2;0.10143096823999999;25;0.865272333;0.865272333,0.617486981,0.615750172,0.519018197,-0.491347091,0.48812947,0.481927291,0.454745545,-0.298542098,0.297921796,-0.287672485,-0.285571553,-0.230640061,0.227581613,-0.166251508,-0.120358901,-0.109924753,-0.107426657,0.089384676,0.049277124,-0.042657814,0.039907669,-0.032124169,-0.021862194,-0.016249377
Chlorbromuron;-0.10007947048;25;0.778505761;0.778505761,0.496917029,-0.46469679,-0.442323483,-0.429433896,-0.41617416,0.404643336,-0.382760426,-0.375537646,-0.350286491,0.333541211,0.302760121,-0.255624058,-0.252295544,-0.224934365,-0.208918571,-0.208312048,-0.188570258,-0.144039206,-0.12248732,-0.113355137,-0.107599491,-0.096267694,-0.034737636,0
Azamétiphos;-0.1000047735652174;23;0.778505761;0.778505761,-0.53215204,0.496917029,0.473683836,-0.442323483,-0.41617416,-0.40088098,-0.382760426,-0.375537646,-0.255624058,-0.252295544,-0.224934365,-0.208312048,-0.144039206,-0.127893885,-0.12248732,-0.096267694,0.077979656,-0.058361416,-0.037474825,-0.034737636,-0.014939342,0
Phenmédiphame;0.09986727240000001;10;0.789167219;0.789167219,-0.598028308,0.558622743,0.442584215,-0.437031584,0.267985375,0.113573048,-0.104632894,-0.017955002,-0.015612088
Imazaquine;0.09959691082608696;23;0.781438972;0.781438972,0.771956271,0.578016185,-0.489427289,0.406717741,-0.380891198,0.35150593,0.339517266,-0.229105634,-0.211940207,0.206635765,0.194516789,-0.172078707,0.143945852,-0.105186515,0.065878632,0.059752179,-0.034843699,0.030331436,-0.01609303,-0.014775768,0.007662304,0.007195674
2,4-MCPB;-0.09957123807999999;25;0.702954279;0.702954279,0.657880869,-0.599043245,-0.569760999,-0.456743156,-0.419876525,-0.419670536,-0.417566981,-0.397378643,0.392090399,-0.390071194,0.365797955,-0.339407825,-0.278354822,0.251831153,0.242006776,-0.241116572,0.202096791,-0.198429219,-0.183184075,-0.176162316,-0.150624077,-0.085605709,0.080957973,-0.061901253
Carboxine;-0.09867986225000001;12;-0.541663437;-0.541663437,-0.53215204,0.268089961,-0.206295494,0.163432075,-0.145164723,0.143044139,-0.126167164,-0.110517312,-0.044350185,-0.037474825,-0.014939342
Chlorophénol-3;0.09806932349999997;10;0.809794104;0.809794104,0.614419662,0.519760011,-0.356792779,-0.346849783,-0.182099478,-0.075801092,0.038490018,-0.029099819,-0.011127609
Di(2-ethylhexyl)phtalate;0.09761406783999999;25;0.682978171;0.682978171,0.636929529,0.580666077,-0.552111637,0.541868349,0.529588661,0.398179536,-0.363145388,0.304230144,0.287366158,-0.286270534,-0.239234044,-0.225751897,0.217344585,-0.198853737,-0.149209096,0.146877274,0.139578615,0.107532132,-0.100075001,0.099162872,-0.072621887,-0.057868405,0.030331436,-0.017140217
Prométone;-0.09693497832;25;0.657880869;0.657880869,-0.569760999,-0.522655487,-0.456743156,-0.417566981,-0.413503632,0.391790114,-0.390071194,0.373204359,-0.357807995,-0.339407825,0.307702075,-0.271048796,0.242006776,-0.224869186,0.202096791,-0.201878507,-0.198429219,0.196384943,-0.173924025,-0.13770835,-0.131882956,0.080957973,-0.060871183,-0.007268867
Folpel;0.09692522986956521;23;-0.625273682;-0.625273682,0.567552891,0.50483105,0.483628738,-0.461729469,0.433184457,0.42156516,0.41245405,0.339582915,-0.298668471,0.262237828,0.225973086,-0.22238519,0.184960547,-0.178483348,0.15979663,0.147211438,-0.108877839,-0.088498263,0.05873597,0.058571228,-0.035804521,-0.011284918
Tébuconazole;0.09678179849999996;16;0.852654963;0.852654963,0.707949324,0.573980433,0.464442523,-0.373121509,-0.336573506,0.209362684,-0.191522545,0.173271289,-0.172502867,-0.127267124,-0.096777893,-0.07962518,-0.071740563,0.047740995,-0.031762248
Furathiocarbe;0.09593571699999998;16;0.841745264;0.841745264,0.581632097,0.479619168,-0.35983697,0.268089961,-0.206295494,-0.175158311,0.153908593,0.143044139,-0.135404587,0.124430944,-0.110517312,-0.078150464,-0.048959867,0.038174659,0.018649652
Chlorotoluène-4;0.09586136024999999;12;0.616203689;0.616203689,0.54841966,0.355566239,0.280960347,-0.272223386,-0.228988251,-0.212447004,0.21061617,-0.198462511,0.07599696,-0.040465808,0.015160218
DDD 44';0.09549141284999998;20;0.890385586;0.890385586,0.595151519,0.452111397,-0.360480295,0.20939767,0.12561809,-0.072202249,0.067666281,0.057070337,-0.054890079,0,0,0,0,0,0,0,0,0,0
Cadusafos;0.09549141284999998;20;0.890385586;0.890385586,0.595151519,0.452111397,-0.360480295,0.20939767,0.12561809,-0.072202249,0.067666281,0.057070337,-0.054890079,0,0,0,0,0,0,0,0,0,0
Quinalphos;0.09549141284999998;20;0.890385586;0.890385586,0.595151519,0.452111397,-0.360480295,0.20939767,0.12561809,-0.072202249,0.067666281,0.057070337,-0.054890079,0,0,0,0,0,0,0,0,0,0
Hexachlorocyclohexane epsilon;0.09549141284999998;20;0.890385586;0.890385586,0.595151519,0.452111397,-0.360480295,0.20939767,0.12561809,-0.072202249,0.067666281,0.057070337,-0.054890079,0,0,0,0,0,0,0,0,0,0
Bromuconazole;0.09507979299999998;16;0.846348565;0.846348565,0.567996677,0.472275237,0.402366869,-0.352280568,-0.351548913,-0.260000298,0.206498554,0.161618095,-0.123585395,0.122569375,-0.09272351,-0.087826337,-0.046892291,0.034997541,0.021463087
Heptenophos;0.09390048939999998;25;-0.657880869;-0.657880869,0.630265946,0.569760999,0.522655487,-0.489776612,0.456743156,0.417566981,0.413503632,0.406012172,0.390071194,0.354092421,0.339407825,-0.334832612,-0.307702075,-0.28218532,-0.242006776,0.224869186,-0.202096791,0.198429219,0.131882956,-0.080957973,-0.079914174,-0.047230736,0.009931631,0.006903368
Fenpropimorphe;-0.09388696500000002;25;-0.784336174;-0.784336174,0.709727641,-0.650120176,-0.528390685,0.509328028,0.472997611,-0.461451661,-0.396884069,-0.345410522,-0.339945675,-0.309830756,0.269095933,0.258660408,0.253012142,-0.237164687,-0.213893924,-0.192728976,-0.187904458,-0.143659126,-0.138422755,0.120742095,0.087017432,-0.064096765,-0.019985845,-0.013529161
Terbacil;0.0937970777142857;14;0.886668981;0.886668981,0.855575306,0.613326865,-0.549766506,0.462539037,-0.426348189,-0.402358539,0.383833662,-0.230763083,-0.194938097,-0.134711503,0.049401544,0.047801678,-0.047102068
Chloro-4 Nitrotoluène-2;0.09334189787999997;25;0.806264282;0.806264282,0.663321247,0.623790031,-0.488343687,0.469129839,0.451055137,0.409690477,0.333500377,-0.299146694,-0.293683201,0.28620773,0.280365814,-0.275716244,-0.238588682,0.201458817,0.189061651,-0.181248205,-0.159949384,-0.138191358,-0.119268438,-0.119208244,0.075183417,-0.074343242,-0.042360325,-0.025433668
Demeton-S-Méthyl;0.0929448053125;16;0.647846357;0.647846357,0.489927012,-0.476669121,-0.431529288,0.3985616,0.386173504,0.188746325,-0.185710004,0.173719603,0.1236467,0.112919301,0.107952457,-0.082365424,0.028957502,0.018433357,-0.013492996
Metconazole;0.09237012207142861;14;0.754411571;0.754411571,0.683221899,0.507485635,0.486060068,-0.435838171,-0.323933101,-0.175535059,-0.158456717,0.116004758,-0.109949748,0.107250156,-0.100932296,-0.069226482,0.012619196
Trichlorfon;0.09236089042857142;14;0.598028308;0.598028308,-0.558622743,0.544499037,0.537075585,-0.442584215,0.437031584,-0.267985375,0.231776463,0.221519684,0.177344354,-0.113573048,-0.068134909,-0.018934347,0.015612088
Chlortoluron;-0.09037302759999999;25;0.525477921;0.525477921,-0.500563778,-0.480115313,-0.399031774,-0.397378643,0.38400843,-0.372887744,0.365797955,-0.299483707,-0.290093423,-0.27718308,0.251831153,0.243536239,-0.226993005,0.218760922,-0.20698467,-0.186866059,-0.176648519,-0.146953656,-0.124382788,0.10766184,-0.085605709,-0.063033688,-0.061901253,-0.060293341
4-n-nonylphénol;0.08990263910526317;19;0.889936967;0.889936967,0.694314522,-0.497825713,-0.469454298,-0.438625758,0.426069362,0.403753998,0.368199582,-0.355794035,0.286851633,0.285957745,0.265927783,-0.259708075,-0.154526851,0.107404051,0.088520988,0.070497864,-0.058200417,0.054850795
Propazine;-0.08924866455999998;25;-0.520094926;-0.520094926,-0.493674767,0.468548098,-0.429433896,0.426842976,-0.425594161,-0.417777953,-0.350286491,0.341217053,0.334142522,0.333156229,-0.30560034,0.294721357,-0.273445314,-0.241140271,-0.232718352,-0.208918571,-0.181685799,-0.13303397,0.128933069,-0.113355137,-0.081248794,-0.078223178,-0.076851482,0.004305484
Buturon;-0.08924866455999998;25;-0.520094926;-0.520094926,-0.493674767,0.468548098,-0.429433896,0.426842976,-0.425594161,-0.417777953,-0.350286491,0.341217053,0.334142522,0.333156229,-0.30560034,0.294721357,-0.273445314,-0.241140271,-0.232718352,-0.208918571,-0.181685799,-0.13303397,0.128933069,-0.113355137,-0.081248794,-0.078223178,-0.076851482,0.004305484
Trichlorobenzène-1,2,4;0.08923955420000002;25;0.900834602;0.900834602,0.660506294,0.520503817,0.505070009,-0.430690715,-0.408189447,0.386932794,-0.356704574,0.353472694,0.346819028,-0.244616327,0.23353912,-0.221759155,0.196185244,-0.154967171,0.14717835,0.142519032,-0.13671341,-0.114621632,-0.097982703,0.077940987,-0.053435756,-0.021884785,0.020215222,-0.019162663
Desmediphame;0.08918198066666666;18;0.860662966;0.860662966,0.73906187,-0.522421736,-0.458611659,0.44410678,0.388090322,-0.380425175,0.325306075,-0.246030876,0.199282771,0.16488713,0.039937732,0.026397442,0.014389169,0.010642841,0,0,0
PCB 31;0.08850364999999999;12;0.768049097;0.768049097,0.72556801,0.546459067,-0.44593084,-0.273099226,0.214126453,-0.187676514,-0.148425127,-0.119256959,-0.075026274,0.050176071,0.007080042
Dinitrotoluène-2,4;-0.08836006883333333;18;0.816596014;0.816596014,-0.80998667,-0.730544188,0.531606775,0.515291363,-0.449548089,-0.433690307,-0.37383284,0.35942508,-0.342322574,0.295058929,-0.293395559,-0.271651021,-0.264362471,-0.248234595,0.048346613,0.030816955,0.029945346
Mévinphos;-0.08791128443750004;16;-0.657880869;-0.657880869,0.46736499,-0.462894058,0.449957375,-0.363169944,-0.314429148,-0.30167461,-0.267505739,0.189242415,0.131882956,-0.112483297,-0.09998521,-0.080957973,0.053636936,-0.048615472,0.010931097
Vinclozoline;0.08756600333333332;12;0.754397851;0.754397851,-0.696766726,0.689426032,-0.639542795,0.594617958,0.458458438,0.231110967,-0.170879631,-0.166666667,-0.074335119,0.054280319,0.016691413
acifluorfen;0.08753527784;25;-0.657880869;-0.657880869,0.630265946,0.569760999,-0.489776612,0.456743156,0.417566981,0.406012172,0.390071194,0.354092421,0.339407825,-0.334832612,0.315153421,-0.28218532,-0.242006776,0.224725229,-0.202096791,0.198429219,0.181685799,-0.080957973,-0.079914174,0.072381531,-0.047230736,0.032132917,0.009931631,0.006903368
Promécarbe;-0.08647393864285714;14;0.778505761;0.778505761,-0.496380332,-0.450907065,-0.419876525,-0.414508235,0.365797955,-0.183184075,-0.144039206,-0.132547224,-0.085605709,0.08478771,-0.083123689,-0.034737636,0.005183129
Dichloronitrobenzène-3,4;0.08607705124000001;25;0.693878923;0.693878923,0.680604954,0.533511711,-0.533128874,-0.449202694,0.444224463,-0.418816912,0.387026015,0.34717824,-0.208467583,0.186870894,0.181926515,-0.177508177,0.174582467,-0.152591019,0.14562241,0.138281644,0.095314782,0.085217653,0.069256214,-0.057860977,-0.026591463,0.015910917,-0.008081869,0.004768047
Pretilachlore;-0.08592314466666667;18;-0.624948026;-0.624948026,0.608506374,-0.488970912,-0.487988355,0.428365562,-0.419325171,0.391756649,-0.380747644,-0.346465957,0.324578972,-0.322370434,-0.279260684,0.269175789,-0.195497805,-0.166063036,0.149103552,-0.074193327,0.067727849
Cycloxydime;0.08572687690000001;10;0.710120211;0.710120211,-0.598028308,0.558622743,0.442584215,-0.437031584,0.267985375,-0.132154679,0.113573048,-0.052790164,-0.015612088
Nitrates;0.08426311906249999;32;0.778871716;0.778871716,0.716188779,-0.671611485,0.585704732,-0.504688459,0.487808782,-0.484222334,0.427662203,0.421299408,0.408122435,-0.373795084,0.368274646,-0.364527241,0.361304346,0.35962345,-0.357874313,-0.354601171,0.347423476,0.325741956,-0.298286705,-0.246542729,-0.226593713,0.219355014,0.180000267,0.179717656,0.1604064,-0.150774011,0.125847668,0.107148423,0.100898259,0.060786452,0.007750987
Pentachlorobenzene;0.08390104187999997;25;0.926935312;0.926935312,0.613564961,0.605773669,0.544391235,-0.502356167,0.48833303,0.438648404,0.337040995,-0.319725073,0.302585094,-0.283634609,-0.244883374,-0.231747218,0.223776604,-0.221703343,-0.189587311,0.181829879,-0.177070706,-0.135754429,0.133621624,-0.126606553,-0.126363304,-0.089236317,-0.041234503,-0.009071853
Dichloroaniline-3,5;0.08376837207142855;14;0.689548489;0.689548489,0.596430779,-0.484164832,0.484067312,-0.454362738,0.399724957,-0.382905726,-0.324339253,0.281346715,0.219099236,-0.163806509,0.145035058,0.109913555,0.057170166
Pencycuron;-0.08343937984;25;-0.547317287;-0.547317287,-0.429433896,0.426842976,-0.425594161,-0.422242703,-0.394026447,0.372337159,-0.350286491,0.348823204,0.334142522,-0.268333344,0.235329289,-0.192712277,0.163432075,-0.150750927,-0.147211438,0.143044139,-0.138599177,-0.13303397,-0.126803003,-0.12006049,-0.113355137,-0.081248794,-0.044350185,-0.024576133
p-tert-Amylphenol;0.08327447157894736;19;0.865272333;0.865272333,-0.829599234,-0.690902594,0.617486981,0.519018197,0.505188575,0.485766205,0.481927291,-0.407193204,-0.397230673,0.229161164,0.227581613,-0.20283761,0.145869516,-0.124000875,0.089384676,0.049277124,0.039907669,-0.021862194
DDT 24';0.08253350279999998;20;0.890385586;0.890385586,0.595151519,0.452111397,-0.360480295,-0.259158201,0.20939767,0.12561809,-0.072202249,0.067666281,0.057070337,-0.054890079,0,0,0,0,0,0,0,0,0
Métolachlore total;0.0821794898;25;0.887448413;0.887448413,-0.79057449,0.745315714,0.678151924,0.599145399,-0.452218638,0.41064235,0.2760218,0.258999471,-0.252139482,-0.225074138,0.223143535,-0.203360484,0.198340291,0.150960758,-0.144852593,-0.112623375,-0.102938683,-0.093502912,0.087647357,-0.079580854,0.07893506,-0.077787977,-0.075517849,0.069906648
Nuarimol;0.08198454171999998;25;0.709212857;0.709212857,-0.667436586,0.66105462,0.639170261,-0.49895626,0.498251825,0.428046699,0.391675114,0.360834885,-0.343189181,-0.318390494,0.303111208,0.295717874,0.275460491,-0.263821091,-0.254868371,0.149851416,-0.131592097,-0.096055795,-0.03194796,-0.020626877,-0.017821248,-0.015425109,-0.009400073,0.006757435
Bromophos éthyl;-0.08141730304;25;0.801292381;0.801292381,-0.795660968,-0.666092327,0.63584561,0.614133932,-0.571536345,-0.470798204,-0.465276386,-0.461280123,-0.399003832,-0.396961529,0.343608052,0.331727227,-0.25819889,-0.24254856,-0.227848112,-0.226719803,-0.183703239,0.183019102,0.139456033,0.132894669,0.127797269,0.113390463,-0.048967764,-0.044001232
C10-C13-CHLOROALCANES;0.08094704049999998;20;0.667217496;0.667217496,0.612613168,0.601538116,-0.582191198,0.530000883,-0.470430899,0.45375899,-0.362714704,0.284312056,0.276057612,-0.228814959,-0.189245507,0.184456003,-0.106768644,0.089938484,-0.080655687,-0.063130426,0.03894254,-0.031010453,-0.004932061
Méthylphénol-4;-0.08085352048;25;-0.890431785;-0.890431785,0.657880869,-0.595882646,-0.522655487,-0.456743156,-0.417566981,-0.390071194,0.379500173,-0.376545043,-0.339407825,0.314429148,0.307702075,0.30167461,0.267505739,0.242006776,-0.224869186,-0.198429219,-0.131882956,0.086503155,0.080957973,-0.076919019,-0.069646403,-0.065343557,0.048615472,0.048280455
4-tert-Octylphenol;0.0798548802;25;0.860680377;0.860680377,0.590375743,-0.53293871,0.408984893,0.395081075,0.376370603,0.351567475,-0.300894507,-0.292158748,0.288132478,0.286285729,-0.231258349,-0.190682617,-0.189856929,-0.166085175,0.153624513,-0.076325575,-0.066992512,0.066444919,0.063710657,0.063274014,0.055567474,0.031376257,0.029522068,0.022566852
Cyproconazole;0.07981396125000001;16;0.84345058;0.84345058,0.719682257,0.567996677,0.472275237,-0.384948515,-0.358965052,-0.266969593,-0.21203742,-0.135204827,0.127035751,-0.09272351,-0.072905852,0.060041794,-0.048087125,0.036919891,0.021463087
Conductivité à 25°C;0.07980648612903228;31;0.899983236;0.899983236,0.805708669,0.59517113,0.548485703,-0.495651652,0.477571904,0.47184107,-0.458686137,-0.444651561,-0.429541165,-0.380470216,0.305346943,-0.283772646,0.283717573,0.270631647,0.264260394,-0.244176058,-0.240420934,0.232912429,0.212435307,-0.180807255,-0.171501941,0.158476777,0.136323078,-0.127757092,-0.108066238,0.096213524,0.094093898,0.08262194,0.059587974,0.044120769
Chloroxuron;-0.07977882871999999;25;-0.547317287;-0.547317287,0.532903009,-0.46469679,-0.429433896,-0.422242703,0.404643336,-0.394026447,0.372337159,-0.350286491,0.333541211,0.302760121,-0.268333344,-0.208918571,-0.188570258,0.163432075,-0.150750927,-0.147211438,0.143044139,-0.138599177,-0.126803003,-0.12006049,-0.113355137,-0.107599491,-0.044350185,-0.024576133
